,question,label
1254,how successful is arometherapy ? ,how
1255,how was the element calcium named ? ,how
1256,how you can raise your iq ? ,how
1257,in what olympic games did nadia comaneci become popular ? ,unknown
1258,in what u.s. state was the first woman governor elected ? ,unknown
1259,in which year was new zealand excluded from the anzus alliance ? ,unknown
1260,name 11 famous martyrs . ,unknown
1261,name a film in which jude law acted . ? ,unknown
1262,name a golf course in myrtle beach . ,unknown
1263,name a movie about the sioux indians starring kevin costner . ? ,unknown
1264,name a technique widely used to detect birth defects ? ,unknown
1265,name a tiger that is extinct . ,unknown
1266,name alvin 's brothers ? ,unknown
1267,name the disposable razor that `` costs about 19 cents . '' ,unknown
1268,name the largest country in south america . ,unknown
1269,name the only extant trilogy of classical greek plays . ,unknown
1270,name the operating system that runs on ibm-compatible machines . ? ,unknown
1271,name the organization that is presided by a security council . ,unknown
1272,name the ranger who was always after yogi bear . ? ,unknown
1273,name the scar-faced bounty hunter of the old west . ,unknown
1274,name the soft drink that is `` number one in the sun . '' ? ,unknown
1275,name the various costumed personas of dr. henry pym . ,unknown
1276,name the vessel used by the atari force in the dc comics . ,unknown
1277,what did richard feynman say upon hearing he would receive the nobel prize in physics ? ,unknown
1278,what does a nihilist believe in ? ,unknown
1279,what is the name of the managing director of apricot computer ? ,unknown
1280,what is the occupation of nicholas cage ? ,unknown
1281,when did the berlin wall go up ? ,unknown
1282,when did the bounty mutiny take place ? ,unknown
1283,when was the first wall street journal published ? ,unknown
1284,where 's the 19th hole on a golf course ? ,where
1285,where 's the petrified forest ? ,where
1286,where are the 49 steps ? ,where
1287,where are the leading medical groups specializing in lung diseases ? ,where
1288,where are the tropical rain forest distributions ? ,where
1289,where can i buy movies on videotape online ? ,where
1290,where can i find a `` fifth element '' screensaver ? ,where
1291,where can i find a case on individuals with disabilities education act of 1991 ? ,where
1292,where can i find a list of `` classic '' books 5th and 6th graders should read ? ,where
1293,where can i find a person 's address from a telephone number ? ,where
1294,where can i find a review of nightmare on elm street in a film journal ? ,where
1295,where can i find correct tabs for third eye blind songs ? ,where
1296,where can i find information on george bush ? ,where
1297,where can i find information on the narragansett indians and other tribes in rhode island ? ,where
1298,where can i find out the top 1 singles ? ,where
1299,where can i find pictorial directions on how to build a very simple treehouse ? ,where
1300,where can i find the best free evidence for debate about russia ? ,where
1301,where can i find the names of all the 15 pokemon ? ,where
1302,where can stocks be traded on-line ? ,where
1303,where did indian pudding come from ? ,where
1304,where did sarge steel get his metal hand ? ,where
1305,where did the myth of santa claus originate ? ,where
1306,where did the term `` 86ed '' come from ? ,where
1307,where do chihuahuas come from ? ,where
1308,where do hyenas live ? ,where
1309,where do people mountain climb in nepal ? ,where
1310,where do rocks come from ? ,where
1311,where do the adventures of `` the swiss family robinson '' take place ? ,where
1312,where does barney rubble go to work after he drops fred off in the `` flintstones '' cartoon series ? ,where
1313,where does chocolate come from ? ,where
1314,where does your hair grow the fastest ? ,where
1315,where is basque country located ? ,where
1316,where is logan airport ? ,where
1317,where is mozambique located ? ,where
1318,where is procter & gamble based in the u.s. ? ,where
1319,where is procter & gamble headquartered in the u.s. ? ,where
1320,where is the abominable snowman said to wander ? ,where
1321,where is the danube ? ,where
1322,where is the highest point in japan ? ,where
1323,where is the kalahari desert ? ,where
1324,where is the kentucky horse park located ? ,where
1325,where is the loop ? ,where
1326,where is the orinoco ? ,where
1327,where is the rose bowl played ? ,where
1328,where is tornado alley ? ,where
1329,where is trinidad ? ,where
1330,where is windsor castle ? ,where
1331,where must a soccer goalie stand to be permitted to handle the ball ? ,where
1332,where on the internet can i find a song lyrics database similar to the international lyrics server ? ,where
1333,where on the internet can i get information about the fifth amendment on the american bill of rights ? ,where
1334,where was christopher columbus born ? ,where
1335,where was george washington born ? ,where
1336,where was lincoln assassinated ? ,where
1337,which bloom county resident wreaks havoc with a computer ? ,which
1338,which city did christian crusaders fight to recapture from the muslims ? ,which
1339,which city has the oldest relationship as a sister�city with los angeles ? ,which
1340,which company created the internet browser mosaic ? ,which
1341,which company that manufactures video-game hardware sells the `` super system '' ? ,which
1342,which condiment was once sold as a patent medicine ? ,which
1343,which country is australia 's largest export market ? ,which
1344,which doonesbury character was likely to turn into a werewolf ? ,which
1345,which is the wealthiest country in the world ? ,which
1346,which japanese car maker had its biggest percentage of sale in the domestic market ? ,which
1347,which killer whale died at sea world of a fungal infection ? ,which
1348,which of the following men was not married to rita hayworth ? ,which
1349,which of the following was rhodes scholar ? ,which
1350,which oil company almost picked a word that meant `` stalled car '' in japanese as its new international name ? ,which
1351,which soft drink does madonna advertise for ? ,which
1352,which two products use a tiger as their symbol ? ,which
1353,which two states enclose chesapeake bay ? ,which
1354,which ventura county police department seized the largest cocaine shipment in it 's history ? ,which
1355,which way do you turn your bic to increase the flame - clockwise or counterclockwise ? ,which
1356,who is the man behind the pig-the man who pulls the strings and speaks for miss piggy ? ,who
1357,whom did friz freleng add to the warner bros. cartoon ranks ? ,whom
1358,whom did lauren bacall marry after her husband humphrey bogart died ? ,whom
1359,whom did the chicago bulls beat in the 1993 championship ? ,whom
1360,whose acceptance speech of more than 3 minutes prompted a time limit on academy award thank-yous ? ,whose
1361,whose autobiography is titled yes i can ? ,whose
1362,whose biography by maurice zolotow is titled shooting star ? ,whose
1363,whose cover is that of an employee of universal import and export ? ,whose
1364,whose cupboard was bare ? ,whose
1365,whose first presidential order was : `` let 's get this goddamn thing airborne '' ? ,whose
1366,whose image is alleged to be on the shroud of turin ? ,whose
1367,whose kidnaping was termed the crime of the century ? ,whose
1368,whose video is titled shape up with arnold ? ,whose
1369,why are electric cars less efficient in the northeast than in california ? ,why
1370,why are the ears your center of balance ? ,why
1371,why did several san diego schools stop serving apples to students ? ,why
1372,why did the chicken cross the road ? ,why
1373,why did the world enter a global depression in 1929 ? ,why
1374,why do heavier objects travel downhill faster ? ,why
1375,why do horseshoes bring luck ? ,why
1376,why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ? ,why
1377,why do people get calluses ? ,why
1378,why do some clothing labels say `` use a nonchlorine bleach '' ? ,why
1379,why doesn 't www.answers.com have any answers to my questions ? ,why
1380,why is black the color of mourning in the west ? ,why
1381,why is poop sometimes different colors ? ,why
1382,why is the grass green ? ,why
1383,why was the l.a. office of shea and gould closed ? ,why
1384,why were people recruited for the vietnam war ? ,why
1385,why were the american soldiers in wwi called `` doughboys '' ,why
